,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,mng_win,mng_draw,mng_loss,mng_underdog_win,mng_underdog_draw,mng_clean_sheets,mng_goals_scored,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
561,True,True,,,538207,0,0,-1,1,0,4,0.6,1.1,1,William,0.6,590,False,,,49,538207.jpg,1.0,False,Osula,0.1,False,,a,15,4,9,24257,63,29078,132,0.1,1.8,Osula,58.0,2024-08-08,False,p538207,44,0,0,0,3,0,0,0,0,0,0,0,25,5.2,10.4,4.0,2.0,0,0.00,0.02,0.02,1.52,0,0,0,0,0,0,0,479,47,409,47,418,51,470,49,,,,,,,0.0,0.0,0.04,0.04,3.11,6.14,280,58,327,36,476,50,404,60,0.0,0.0
563,True,True,100.0,100.0,106468,0,0,-3,3,1,2,0.7,0.7,0,Álex,0.2,26,False,,2024-12-07T21:30:07.580389Z,42,106468.jpg,2.4,False,Moreno Lopera,0.4,False,,a,16,17,31,97248,255,129685,512,0.0,7.4,Alex Moreno,200.0,2024-08-21,False,p106468,812,0,1,3,15,0,0,0,2,0,0,1,105,165.8,83.8,27.0,27.6,10,0.17,0.82,0.99,11.40,0,0,0,0,0,0,0,261,95,253,69,327,107,301,96,,,,,,,0.02,0.0,0.09,0.11,1.26,1.66,585,140,388,124,200,61,285,105,1.11,0.33
564,True,True,100.0,100.0,159506,0,0,9,-9,4,2,4.3,4.3,6,Ola,3.8,422,True,,2024-11-21T08:30:09.347848Z,54,159506.jpg,4.5,False,Aina,29.2,False,,a,16,17,108,4178601,25063,1193841,12214,0.7,20.0,Aina,157.0,2023-07-22,False,p159506,2081,2,1,10,24,0,0,0,2,0,0,15,405,437.4,173.4,65.0,67.5,24,0.56,1.34,1.90,25.30,0,0,0,0,0,0,0,67,24,160,35,259,77,134,36,,,,,,,0.02,0.0,0.06,0.08,1.09,1.04,124,12,68,11,33,3,7,2,1.04,0.43
565,True,True,100.0,100.0,215379,0,0,0,0,0,3,3.9,3.9,3,Elliot,3.4,423,False,,2024-11-13T15:30:08.535910Z,50,215379.jpg,3.0,False,Anderson,0.3,False,,a,16,17,69,60516,545,50126,638,0.7,13.8,Anderson,241.0,2024-07-01,False,p215379,1548,1,5,9,20,0,0,0,5,0,0,5,354,413.2,453.0,201.0,106.9,19,1.09,2.80,3.89,19.52,0,0,0,0,0,0,0,84,27,42,33,110,72,60,39,3.0,,,,,,0.06,0.0,0.16,0.22,1.13,1.16,204,126,85,36,129,57,313,98,1.1,0.52
566,True,True,,,210156,0,0,-5,5,0,4,2.3,2.3,1,Taiwo,1.8,424,False,,,55,210156.jpg,1.3,False,Awoniyi,0.3,False,,a,16,17,24,46240,562,110856,569,0.3,4.4,Awoniyi,157.0,2022-06-25,False,p210156,245,1,0,0,6,0,0,0,0,0,0,0,71,56.0,36.0,113.0,19.8,2,2.04,0.11,2.15,4.30,0,0,0,0,0,0,0,380,40,332,38,191,36,340,37,,,,,,,0.75,0.0,0.04,0.79,1.58,2.2,109,30,200,22,387,41,300,48,0.73,0.0
567,True,True,100.0,100.0,90585,0,0,-3,3,0,2,0.7,0.7,1,Willy,0.2,425,False,,2024-09-11T12:30:07.170970Z,42,90585.jpg,1.0,False,Boly,0.1,False,,a,16,17,5,10609,63,26406,95,0.0,1.2,Boly,54.0,2022-09-01,False,p90585,131,0,0,0,1,0,0,0,1,0,0,0,23,42.8,0.2,17.0,6.0,1,0.07,0.00,0.07,1.90,0,0,0,0,0,0,0,391,139,480,176,361,121,422,144,,,,,,,0.05,0.0,0.0,0.05,1.31,0.69,583,139,387,123,430,152,441,154,0.69,0.0
570,True,True,,,569014,0,0,-1,1,0,3,0.5,0.5,0,Eric,0.0,428,False,,,44,569014.jpg,1.0,False,da Silva Moreira,0.1,False,,a,16,17,2,15864,74,16509,140,0.0,0.5,Da Silva Moreira,80.0,2024-07-01,False,p569014,28,0,0,0,0,0,0,0,0,0,0,0,9,5.2,0.3,0.0,0.6,0,0.00,0.00,0.00,0.31,0,0,0,0,0,0,0,478,224,473,238,613,242,495,233,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,534,319,585,214,445,201,477,171,0.0,0.0
571,True,True,100.0,100.0,513046,0,0,-3,3,0,3,1.1,1.1,3,Danilo,0.6,429,False,,2024-08-17T20:00:06.172553Z,47,513046.jpg,2.0,False,dos Santos de Oliveira,0.0,False,,a,16,17,4,1756,156,5903,51,0.1,0.9,Danilo,30.0,2023-01-16,False,p513046,78,0,0,1,0,0,0,0,0,0,0,0,15,6.2,0.7,0.0,0.7,2,0.00,0.00,0.00,0.96,0,0,0,0,0,0,0,472,223,464,234,708,304,491,231,,,,,,,0.0,0.0,0.0,0.0,1.11,0.0,342,222,325,156,275,120,632,258,2.31,1.15
573,True,True,100.0,100.0,250199,0,0,-2,2,0,3,1.5,1.5,1,Nicolás,1.0,431,False,,2024-12-21T21:30:08.505388Z,48,250199.jpg,1.3,False,Domínguez,0.0,False,,a,16,17,27,5510,46,6491,57,0.2,5.6,Dominguez,10.0,2023-09-01,False,p250199,1116,0,0,3,16,0,0,0,6,0,0,0,155,205.8,129.5,131.0,46.6,12,1.22,0.89,2.11,16.45,0,0,0,0,0,0,0,229,99,199,127,173,106,223,115,,,,,,,0.1,0.0,0.07,0.17,1.33,1.29,312,202,277,131,382,181,571,222,0.97,0.24
574,True,True,100.0,100.0,449434,0,0,-2,2,2,3,6.5,6.5,13,Anthony,6.0,432,False,,2024-11-23T22:30:08.527966Z,53,449434.jpg,3.8,False,Elanga,6.2,False,,a,16,17,92,966278,41801,506725,4157,1.1,17.4,Elanga,206.0,2023-07-25,False,p449434,1455,3,8,8,19,0,0,0,1,0,0,7,319,379.0,476.6,341.0,120.0,18,2.58,3.39,5.97,19.64,0,0,0,0,0,0,0,107,40,36,29,55,35,49,33,2.0,,4.0,,,,0.16,0.0,0.21,0.37,1.21,1.18,151,88,20,8,69,31,61,16,1.11,0.49
575,True,True,100.0,100.0,222531,0,0,-1,1,2,3,6.9,6.9,16,Morgan,6.4,433,False,,2024-11-23T22:30:08.545151Z,64,222531.jpg,4.8,False,Gibbs-White,4.5,False,,a,16,17,95,828407,36243,826399,3323,1.0,14.8,Gibbs-White,241.0,2022-08-19,False,p222531,1571,5,6,9,17,0,0,0,5,1,0,12,368,431.0,490.8,440.0,136.3,20,3.39,3.69,7.08,18.38,0,0,0,0,0,0,0,70,20,31,25,41,24,31,22,,,2.0,,2.0,,0.19,0.0,0.21,0.4,1.05,0.97,48,26,17,5,18,10,80,24,1.15,0.52
576,True,True,0.0,0.0,209046,0,0,-3,3,1,3,0.0,0.0,0,Callum,2.8,434,False,Groin Injury - Unknown return date,2025-01-20T00:30:08.439693Z,52,209046.jpg,3.5,False,Hudson-Odoi,1.1,False,,i,16,17,70,363383,33,601238,4667,0.5,13.5,Hudson-Odoi,241.0,2023-09-01,False,p209046,1525,3,3,8,13,0,0,0,1,0,0,3,311,300.4,484.5,266.0,104.7,18,1.92,1.84,3.76,15.64,0,0,0,0,0,0,0,155,60,34,27,77,50,67,43,,,,,,,0.11,0.0,0.11,0.22,0.92,0.77,162,97,123,52,92,42,201,59,1.06,0.47
578,True,True,100.0,100.0,575476,0,0,2,-2,1,2,4.1,4.1,5,Murillo,3.6,436,False,,2024-12-30T09:30:07.080942Z,47,575476.jpg,3.7,False,Santiago Costa dos Santos,3.7,False,,a,16,17,86,703870,3823,380861,4300,0.8,18.3,Murillo,30.0,2023-08-31,False,p575476,2028,1,0,9,27,0,0,0,5,0,0,11,360,579.4,152.4,140.0,87.3,23,1.08,0.89,1.97,25.89,0,0,0,0,0,0,0,17,6,177,40,165,29,93,17,,,3.0,,,,0.05,0.0,0.04,0.09,1.15,1.2,344,46,72,13,75,16,95,35,1.02,0.4
579,True,True,,,215136,0,0,-1,1,2,2,4.9,4.9,12,Neco,4.4,437,False,,,44,215136.jpg,3.2,False,Williams,2.1,False,,a,16,17,67,293919,7711,127510,1067,1.0,15.2,N.Williams,244.0,2022-07-11,False,p215136,1328,1,1,7,12,0,0,0,4,0,0,2,246,315.8,129.6,154.0,60.1,14,1.50,0.51,2.01,15.36,0,0,0,0,0,0,0,143,55,198,49,150,25,163,47,,,5.0,,,,0.1,0.0,0.03,0.13,1.04,0.81,493,92,49,6,112,28,137,53,0.95,0.47
584,True,True,100.0,100.0,210462,0,0,-2,2,0,3,1.3,1.3,4,Ibrahim,0.8,442,False,,2024-09-12T15:00:06.800627Z,43,210462.jpg,2.0,False,Sangaré,0.9,False,,a,16,17,8,222856,7199,349491,1661,0.2,1.9,Sangaré,54.0,2023-09-01,False,p210462,220,0,1,1,2,0,0,0,2,0,0,0,40,54.0,26.6,21.0,10.1,3,0.02,0.06,0.08,2.18,0,0,0,0,0,0,0,382,177,355,197,347,188,390,190,,,,,,,0.01,0.0,0.02,0.03,0.89,0.82,562,327,292,141,269,118,211,65,1.23,0.41
585,True,True,100.0,100.0,85633,0,0,5,-5,2,1,4.9,4.9,8,Matz,4.4,443,True,,2024-10-12T11:00:07.468908Z,50,85633.jpg,4.5,False,Sels,17.7,False,,a,16,17,107,2473933,25834,730378,7567,0.9,21.4,Sels,21.0,2024-02-01,False,p85633,2160,0,1,10,27,0,0,0,2,0,75,9,361,593.2,0.1,0.0,59.7,24,0.00,0.06,0.06,27.03,0,0,0,0,0,0,0,14,3,487,16,727,72,167,4,,,,,,,0.0,3.12,0.0,0.0,1.13,1.12,192,7,51,2,31,4,23,3,1.0,0.42
586,True,True,,,114241,0,0,-3,3,0,2,0.5,0.5,0,Harry,0.0,444,False,,,42,114241.jpg,1.0,False,Toffolo,0.1,False,,a,16,17,3,2406,19,7289,44,0.0,0.7,Toffolo,241.0,2022-07-20,False,p114241,45,0,0,0,1,0,0,0,0,0,0,0,8,18.2,3.3,6.0,2.8,0,0.02,0.01,0.03,0.74,0,0,0,0,0,0,0,436,155,439,156,395,139,451,156,,,,,,,0.04,0.0,0.02,0.06,1.48,2.0,587,142,537,200,431,153,531,185,0.0,0.0
588,True,True,100.0,100.0,60689,0,0,10,-10,5,4,10.1,10.1,17,Chris,9.6,447,True,,2024-10-26T11:00:07.644070Z,70,60689.jpg,6.4,False,Wood,41.8,False,,a,16,17,154,7093869,123908,3186475,4322,1.4,22.0,Wood,154.0,2023-07-01,False,p60689,1914,17,2,11,23,0,0,0,1,0,0,34,595,660.0,176.9,657.0,149.7,23,10.17,0.36,10.53,22.75,0,0,0,0,0,0,0,9,4,157,18,11,7,20,6,,,,,1.0,,0.48,0.0,0.02,0.5,1.07,1.08,25,10,6,1,6,2,4,2,1.08,0.52
590,True,True,100.0,100.0,204968,0,0,-1,1,0,3,1.3,1.3,0,Ryan,0.8,449,False,,2024-12-27T00:30:09.776071Z,49,204968.jpg,2.1,False,Yates,0.1,False,,a,16,17,46,58612,61,64117,188,0.2,9.4,Yates,241.0,2018-08-01,False,p204968,1451,1,1,5,18,0,0,0,6,0,0,3,209,212.4,171.1,194.0,57.9,15,1.74,0.40,2.14,18.56,0,0,0,0,0,0,0,223,95,162,109,114,76,174,96,,,,,,,0.11,0.0,0.02,0.13,1.15,1.12,258,166,300,147,265,116,413,141,0.93,0.31
591,True,True,100.0,100.0,101178,0,0,-4,4,0,3,1.3,1.3,0,James,0.8,531,False,,2024-10-25T22:30:06.650947Z,61,101178.jpg,1.5,False,Ward-Prowse,0.5,False,,a,16,17,15,30451,400,169464,447,0.1,2.5,Ward-Prowse,241.0,2024-08-30,False,p101178,412,0,1,1,8,0,0,0,0,1,0,0,64,65.0,71.5,11.0,14.8,5,0.06,0.79,0.85,5.64,0,0,0,0,0,0,0,368,172,272,166,381,205,369,178,1.0,,1.0,,,,0.01,0.0,0.17,0.18,1.23,1.75,70,44,306,150,355,166,261,79,1.09,0.22
592,True,True,,,227444,0,0,3,-3,0,2,3.5,3.5,6,Nikola,3.0,573,False,,,48,227444.jpg,4.0,False,Milenković,8.3,False,,a,16,17,92,1234689,10414,371293,8262,0.6,19.2,Milenković,190.0,2024-07-18,False,p227444,2070,2,1,10,26,0,0,0,2,0,0,1,313,425.8,50.1,237.0,71.0,23,3.10,0.52,3.62,25.81,0,0,0,0,0,0,0,73,27,312,95,92,5,127,31,,,,,,,0.13,0.0,0.02,0.15,1.12,1.13,305,37,109,25,52,5,44,13,1.0,0.43
593,True,True,100.0,100.0,510500,0,0,-1,1,0,3,2.5,2.5,6,João Pedro,2.0,596,False,,2024-11-01T10:30:06.942890Z,59,510500.jpg,1.5,False,Ferreira Silva,0.1,False,,a,16,17,35,16161,317,23044,108,0.3,5.9,Jota Silva,173.0,2024-08-01,False,p510500,694,1,2,1,14,0,0,0,4,0,0,0,153,144.2,169.5,153.0,46.8,4,1.01,1.81,2.82,9.70,0,0,0,0,0,0,0,283,124,165,111,153,94,222,114,,,,,,,0.13,0.0,0.23,0.36,1.26,1.82,86,55,179,76,354,165,433,149,0.52,0.13
594,True,True,,,502222,0,0,0,0,0,3,0.7,0.7,0,Ramón,0.2,620,False,,,55,502222.jpg,1.4,False,Sosa,0.1,False,,a,16,17,20,6110,85,5912,97,0.0,3.6,Sosa,168.0,2024-08-16,False,p502222,229,1,0,1,5,0,0,0,1,0,0,0,79,77.2,88.0,94.0,25.8,1,1.04,0.30,1.34,2.66,0,0,0,0,0,0,0,362,169,246,155,211,122,311,154,,,,,,,0.41,0.0,0.12,0.53,1.05,1.97,119,72,426,197,372,175,534,202,0.39,0.39
595,True,True,,,485047,0,0,0,0,0,2,2.1,2.1,6,Felipe,1.6,653,False,,,45,485047.jpg,1.9,False,Rodrigues da Silva,0.1,False,,a,16,17,32,12696,305,7551,132,0.4,7.1,Morato,30.0,2024-08-30,False,p485047,523,0,0,3,4,0,0,0,1,0,0,2,117,140.2,4.1,5.0,15.0,3,0.10,0.01,0.11,6.32,0,0,0,0,0,0,0,286,106,435,154,405,142,365,123,,,,,,,0.02,0.0,0.0,0.02,1.09,0.69,403,72,214,64,285,94,463,160,0.52,0.52
599,True,True,100.0,75.0,225321,0,0,-1,1,2,1,0.6,0.8,3,Aaron,1.6,14,False,,2025-01-24T00:00:09.434398Z,44,225321.jpg,3.1,False,Ramsdale,1.2,False,,a,17,20,49,290951,339,284197,768,0.4,11.1,Ramsdale,241.0,2024-08-30,False,p225321,1440,0,0,2,34,0,0,0,1,0,67,5,178,492.2,0.0,0.0,49.3,16,0.00,0.03,0.03,36.47,0,0,0,0,0,0,0,46,13,621,67,597,58,214,13,,,,,,,0.0,4.19,0.0,0.0,2.28,2.12,500,20,211,17,118,16,191,26,1.0,0.12
600,True,True,,,433979,0,0,0,0,1,4,-0.4,0.1,0,Cameron,0.6,27,False,,,50,433979.jpg,1.9,False,Archer,1.5,False,,a,17,20,40,524201,726,519349,2504,0.1,8.0,Archer,241.0,2024-08-16,False,p433979,1036,2,0,1,24,0,0,1,0,0,0,4,105,95.6,58.2,274.0,42.7,10,4.42,0.53,4.95,28.51,0,0,0,0,0,0,0,343,34,300,34,72,24,235,29,,,,,2.0,,0.38,0.0,0.05,0.43,2.48,2.08,212,48,329,37,291,35,170,25,0.87,0.09
601,True,True,100.0,100.0,503714,0,0,-1,1,0,3,1.2,1.7,2,Lesley,2.2,188,False,,2024-11-30T01:00:07.716140Z,44,503714.jpg,1.4,False,Ugochukwu,0.4,False,,a,17,20,20,63759,1240,62309,465,0.5,4.5,Ugochukwu,73.0,2024-08-16,False,p503714,741,0,1,0,20,0,0,0,3,0,0,0,83,121.4,86.0,25.0,23.2,7,0.33,0.20,0.53,21.40,0,0,0,0,0,0,0,306,138,249,156,334,180,324,161,,,,,,,0.04,0.0,0.02,0.06,2.6,2.43,525,311,160,63,362,167,293,92,0.85,0.0
602,True,True,0.0,0.0,90105,0,0,-2,2,0,3,0.0,0.0,0,Ryan,0.2,397,False,Knock - Expected back 15 Feb,2025-01-31T16:00:09.299719Z,48,90105.jpg,0.9,False,Fraser,0.0,False,,i,17,20,7,2423,0,4579,27,0.0,1.5,Fraser,243.0,2024-08-30,False,p90105,303,0,0,0,12,0,0,0,0,1,0,0,31,35.8,26.8,13.0,6.7,4,0.02,0.10,0.12,10.39,0,0,0,0,0,0,0,399,180,353,196,371,200,414,200,,,,,,,0.01,0.0,0.03,0.04,3.09,3.56,287,185,415,191,491,231,613,243,1.19,0.0
603,True,False,0.0,0.0,502697,0,0,-1,1,0,3,0.0,0.0,0,Carlos,0.0,450,False,Permanent transfer to Flamengo,2024-08-30T09:48:28.633540Z,49,502697.jpg,1.0,False,Alcaraz Durán,0.0,False,,u,17,20,1,1072,0,10062,3,0.0,0.2,Alcaraz,,,False,p502697,9,0,0,0,0,0,0,0,0,0,0,0,4,8.4,15.9,19.0,4.3,0,0.07,0.03,0.10,0.00,0,0,0,0,0,0,0,467,219,388,209,355,193,440,209,,,,,,,0.7,0.0,0.3,1.0,0.0,0.0,278,180,709,299,475,221,639,262,0.0,0.0
604,True,True,,,499724,0,0,-1,1,0,3,-1.0,-0.5,0,Samuel,0.0,451,False,,,44,499724.jpg,0.5,False,Amo-Ameyaw,0.1,False,,a,17,20,1,24371,59,26158,116,0.0,0.2,Amo-Ameyaw,241.0,2023-05-27,False,p499724,26,0,0,0,0,0,0,0,1,0,0,0,1,4.0,16.1,6.0,2.6,0,0.02,0.13,0.15,1.11,0,0,0,0,0,0,0,485,226,387,208,398,210,454,215,,,,,,,0.07,0.0,0.45,0.52,3.84,0.0,524,310,578,207,513,238,443,156,0.0,0.0
605,True,True,,,193204,0,0,-1,1,0,3,2.6,3.1,10,Joe,3.6,452,False,,,49,193204.jpg,2.5,False,Aribo,0.1,False,,a,17,20,57,15928,251,16492,80,0.7,11.6,Aribo,157.0,2022-07-09,False,p193204,1460,3,0,1,37,0,0,0,1,0,0,6,291,290.2,243.5,220.0,75.6,15,2.62,1.13,3.75,42.08,0,0,0,0,0,0,0,162,64,111,81,99,64,117,71,,,,,,,0.16,0.0,0.07,0.23,2.59,2.28,250,159,73,28,189,77,501,183,0.92,0.06
606,True,True,,,155511,0,0,-4,4,0,4,-0.2,0.3,0,Adam,0.8,453,False,,,51,155511.jpg,2.2,False,Armstrong,1.0,False,,a,17,20,45,273051,1010,341207,2526,0.2,8.8,Armstrong,241.0,2021-08-10,False,p155511,1246,2,3,2,35,0,0,1,4,0,0,2,145,154.4,143.7,262.0,56.0,15,3.28,0.56,3.84,33.47,0,0,0,0,0,0,0,273,25,183,22,80,25,185,25,,,,,1.0,,0.24,0.0,0.04,0.28,2.42,2.53,175,44,303,33,246,30,209,36,1.08,0.14
608,True,True,100.0,100.0,171771,0,0,0,0,0,2,2.4,2.9,1,Jan,3.4,455,False,,2024-12-06T15:30:08.306281Z,40,171771.jpg,2.2,False,Bednarek,2.9,False,,a,17,20,44,572982,5040,406608,2085,0.8,11.0,Bednarek,172.0,2023-01-23,False,p171771,1782,2,0,2,42,0,0,0,5,0,0,2,195,561.0,63.3,67.0,69.0,20,0.68,0.78,1.46,43.53,0,0,0,0,0,0,0,22,8,288,81,255,75,128,32,,,,,,,0.03,0.0,0.04,0.07,2.2,2.12,617,163,82,15,233,71,105,41,1.01,0.1
610,True,True,100.0,100.0,184386,0,0,-1,1,0,2,0.8,1.3,2,James,1.8,457,False,,2024-12-19T04:30:08.224477Z,39,184386.jpg,1.3,False,Bree,0.4,False,,a,17,20,14,55190,1277,32698,345,0.5,3.6,Bree,241.0,2023-01-26,False,p184386,661,0,1,0,18,0,0,0,0,0,0,0,71,149.8,129.6,39.0,31.7,8,0.11,0.52,0.63,19.90,0,0,0,0,0,0,0,276,102,197,48,294,94,282,88,,,,,,,0.01,0.0,0.07,0.08,2.71,2.45,718,237,181,52,373,123,278,101,1.09,0.0
612,True,False,0.0,0.0,490503,0,0,-1,1,0,3,0.0,0.0,0,Samuel,0.0,459,False,Loaned to Anderlecht,2024-09-10T11:28:17.403794Z,49,490503.jpg,0.5,False,Edozie,0.0,False,,u,17,20,1,463,0,2646,3,0.0,0.2,Edozie,,,False,p490503,64,0,0,0,0,0,0,0,1,0,0,0,6,9.8,19.0,22.0,5.1,0,0.00,0.15,0.15,0.31,0,0,0,0,0,0,0,462,215,379,202,343,187,436,207,,,,,,,0.0,0.0,0.21,0.21,0.44,0.0,275,178,706,297,515,240,689,289,0.0,0.0
613,True,False,0.0,0.0,500926,0,0,-1,1,0,2,0.0,0.0,0,Ronnie,0.0,460,False,Season-long loan to QPR,2025-01-06T22:34:19.628107Z,39,500926.jpg,1.0,False,Edwards,0.3,False,,u,17,20,1,41084,0,37889,274,0.0,0.3,Edwards,241.0,2024-07-03,False,p500926,12,0,0,0,1,0,0,0,0,0,0,0,-1,5.0,0.1,0.0,0.5,0,0.00,0.00,0.00,0.32,0,0,0,0,0,0,0,480,169,483,178,480,164,496,173,,,,,,,0.0,0.0,0.0,0.0,2.4,7.5,732,245,448,137,410,135,323,118,0.0,0.0
614,True,True,75.0,100.0,245719,0,0,0,0,0,2,-0.3,0.1,1,Taylor,0.6,461,False,Ankle injury - 75% chance of playing,2025-02-01T22:30:08.425238Z,40,245719.jpg,1.7,False,Harwood-Bellis,7.0,False,,d,17,20,39,808409,617,1053570,4945,0.2,9.8,Harwood-Bellis,241.0,2024-07-01,False,p245719,1894,1,0,2,45,0,0,0,7,0,0,2,181,503.2,167.3,173.0,84.6,22,1.55,0.49,2.04,47.65,0,0,0,0,0,0,0,39,11,168,38,133,15,98,20,,,,,,,0.07,0.0,0.02,0.09,2.26,2.14,633,176,312,87,314,101,52,17,1.05,0.1
615,True,True,100.0,100.0,504783,0,0,0,0,0,3,0.6,1.1,4,Kamaldeen,1.6,462,False,,2025-01-24T00:00:09.946289Z,50,504783.jpg,1.3,False,Sulemana,0.0,False,,a,17,20,16,2019,25,1937,17,0.3,3.2,Kamaldeen,81.0,2023-01-31,False,p504783,298,0,1,0,10,0,0,0,0,0,0,0,52,35.6,31.3,72.0,13.7,3,0.37,0.17,0.54,10.42,0,0,0,0,0,0,0,401,182,341,190,251,140,372,179,,,,,,,0.11,0.0,0.05,0.16,3.15,3.02,224,140,219,96,384,183,668,274,0.91,0.0
616,True,True,100.0,100.0,39155,0,0,0,0,0,3,-0.4,0.1,1,Adam,0.6,463,False,,2024-11-25T09:30:07.787290Z,50,39155.jpg,1.2,False,Lallana,0.0,False,,a,17,20,16,3576,12,6076,24,0.1,3.2,Lallana,241.0,2024-06-14,False,p39155,333,0,2,0,7,0,0,0,4,0,0,1,72,78.0,82.2,21.0,18.1,5,0.15,0.48,0.63,7.03,0,0,0,0,0,0,0,359,167,256,158,349,190,351,173,,,,,,,0.04,0.0,0.13,0.17,1.9,1.89,189,116,328,158,399,194,602,238,1.35,0.0
619,True,True,,,167888,0,0,0,0,0,1,-1.0,-0.5,0,Joe,0.0,466,False,,,40,167888.jpg,2.7,False,Lumley,0.6,False,,a,17,20,8,79845,50,51303,353,0.0,2.0,Lumley,241.0,2023-08-07,False,p167888,270,0,0,0,7,0,0,0,0,0,13,0,22,102.2,0.0,0.0,10.2,3,0.00,0.00,0.00,9.40,0,0,0,0,0,0,0,332,31,532,35,492,21,389,32,,,,,,,0.0,4.33,0.0,0.0,3.13,2.33,615,44,459,47,149,25,254,37,1.0,0.0
620,True,True,,,204863,0,0,-2,2,0,2,-0.8,-0.3,0,Ryan,0.2,467,False,,,43,204863.jpg,1.2,False,Manning,0.1,False,,a,17,20,15,3287,10,7314,39,0.0,3.5,Manning,104.0,2023-07-12,False,p204863,760,0,1,0,21,0,0,0,1,0,0,0,61,156.8,240.8,47.0,44.3,10,0.14,1.59,1.73,23.22,0,0,0,0,0,0,0,269,99,112,21,278,87,229,72,1.0,,,,,,0.02,0.0,0.19,0.21,2.75,2.49,561,123,392,128,391,129,520,183,1.18,0.0
622,True,True,,,58376,0,0,-2,2,0,1,-0.6,-0.1,0,Alex,0.4,469,False,,,43,58376.jpg,2.4,False,McCarthy,0.1,False,,a,17,20,12,18704,18,25939,91,0.1,2.8,McCarthy,241.0,2016-08-01,False,p58376,450,0,0,0,13,0,0,0,0,0,24,0,32,166.4,0.0,0.0,16.7,5,0.00,0.00,0.00,11.22,0,0,0,0,0,0,0,260,27,609,61,578,49,354,27,,,,,,,0.0,4.8,0.0,0.0,2.24,2.6,545,26,345,24,201,30,406,59,1.0,0.0
623,True,True,100.0,100.0,147611,0,0,-1,1,0,4,2.2,2.7,7,Paul,3.2,470,False,,2024-11-25T09:30:07.798801Z,49,147611.jpg,1.9,False,Onuachu,0.3,False,,a,17,20,26,59270,1610,43611,581,0.7,5.3,Onuachu,157.0,2023-01-31,False,p147611,538,2,0,0,14,0,0,0,1,0,0,1,83,111.6,74.0,248.0,43.2,6,1.67,0.14,1.81,14.68,0,0,0,0,0,0,0,316,29,269,31,84,27,234,28,,,,,,,0.28,0.0,0.02,0.3,2.46,2.34,244,54,98,13,288,34,305,49,1.0,0.0
624,True,True,100.0,100.0,214466,0,0,0,0,0,3,-0.2,0.3,1,Will,0.8,471,False,,2024-10-20T11:00:06.361543Z,50,214466.jpg,1.2,False,Smallbone,0.0,False,,a,17,20,10,2055,7,6291,10,0.2,2.0,Smallbone,104.0,2019-07-22,False,p214466,316,0,0,0,8,0,0,0,0,0,0,0,45,29.4,59.2,32.0,12.0,3,0.31,0.54,0.85,7.37,0,0,0,0,0,0,0,412,191,298,179,312,168,376,180,2.0,,1.0,,,,0.09,0.0,0.15,0.24,2.1,2.28,203,125,302,148,400,195,628,255,0.85,0.0
625,True,True,75.0,100.0,88900,0,0,0,0,0,2,-0.6,-0.3,1,Jack,0.2,472,False,Calf injury - 75% chance of playing,2025-02-01T22:30:08.453428Z,40,88900.jpg,1.0,False,Stephens,0.4,False,,d,17,20,11,119166,16,120477,201,0.0,2.8,Stephens,241.0,2011-07-01,False,p88900,803,0,0,1,20,0,0,0,2,2,0,2,42,127.4,51.6,17.0,19.6,10,0.28,0.20,0.48,19.20,0,0,0,0,0,0,0,302,111,309,93,360,120,342,112,,,,,,,0.03,0.0,0.02,0.05,2.15,2.24,611,159,378,115,415,139,283,103,1.12,0.11
626,True,True,0.0,0.0,230348,0,0,-1,1,0,4,0.0,0.0,0,Ross,0.0,473,False,Muscle injury - Unknown return date,2024-10-05T18:00:07.268831Z,44,230348.jpg,0.8,False,Stewart,2.2,False,,i,17,20,3,777089,2576,630376,3867,0.0,0.7,Stewart,243.0,2023-09-01,False,p230348,130,0,0,0,2,0,0,0,1,0,0,0,5,5.8,6.7,9.0,2.1,1,0.17,0.02,0.19,2.56,0,0,0,0,0,0,0,473,45,424,48,383,47,466,48,,,,,,,0.12,0.0,0.01,0.13,1.77,1.38,503,80,568,51,501,54,131,20,0.69,0.0
