player,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Per90Minutes_Gls,Per90Minutes_Ast,Per90Minutes_G+A,Per90Minutes_G-PK,Per90Minutes_G+A-PK,Per90Minutes_xG,Per90Minutes_xAG,Per90Minutes_xG+xAG,Per90Minutes_npxG,Per90Minutes_npxG+xAG,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,SCA_SCA,SCA_SCA90,GCA_GCA,GCA_GCA90,Touches_Att3rd,Touches_AttPen,Take-Ons_Att,Take-Ons_Succ,Total_Cmp,Total_Att,Total_Cmp%,KP_,1/3_,PPA_,CrsPA_,Tackles_Tkl,Tackles_TklW,Int_,Tkl+Int_,Blocks_Sh,Clr_,Err_
Roman Dixon,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,4,0,3,0,11,19,57.9,0,3,0,0,5,5,1,6,0,3,0
Roméo Lavia,0,1,1,0,0,0.2,0.2,0.7,0.9,0.0,0.17,0.17,0.0,0.17,0.03,0.12,0.15,0.03,0.15,1,0,0.0,0.17,0.0,0.0,0.0,11,1.86,2,0.34,53,1,12,7,261,285,91.6,6,31,3,0,17,10,11,28,0,5,0
Ronnie Edwards,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,5,5,100.0,0,0,0,0,0,0,0,0,1,0,0
Ross Barkley,3,1,4,3,0,1.7,1.7,0.6,2.3,0.49,0.16,0.65,0.49,0.65,0.27,0.09,0.37,0.27,0.37,14,4,28.6,2.27,0.65,0.21,0.75,16,2.6,3,0.49,112,17,10,8,317,367,86.4,8,29,6,0,13,3,9,22,3,5,0
Ross Stewart,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,2,0,0.0,1.36,0.0,0.0,0.0,2,1.36,0,0.0,18,2,2,1,36,45,80.0,0,1,1,0,0,0,0,0,0,4,0
Ryan Christie,1,2,3,1,0,0.9,0.9,2.0,2.9,0.06,0.12,0.18,0.06,0.18,0.05,0.12,0.17,0.05,0.17,18,6,33.3,1.08,0.36,0.06,0.17,62,3.74,4,0.24,255,29,37,15,574,726,79.1,27,81,20,2,31,20,19,50,8,36,3
Ryan Fraser,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,1,1,100.0,0.3,0.3,0.0,0.0,5,1.49,0,0.0,36,3,3,2,76,102,74.5,2,3,1,0,6,2,1,7,1,9,0
Ryan Gravenberch,0,2,2,0,0,0.8,0.8,2.0,2.7,0.0,0.1,0.1,0.0,0.1,0.04,0.1,0.14,0.04,0.14,11,2,18.2,0.57,0.1,0.0,0.0,38,1.97,6,0.31,290,17,41,20,1021,1141,89.5,16,91,21,1,34,18,36,70,5,29,0
Ryan Manning,0,0,0,0,0,0.1,0.1,1.2,1.4,0.0,0.0,0.0,0.0,0.0,0.02,0.17,0.19,0.02,0.19,3,0,0.0,0.4,0.0,0.0,0.0,20,2.69,0,0.0,143,17,20,8,276,346,79.8,13,7,4,4,15,10,8,23,7,13,0
Ryan Sessegnon,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,0,0,0,1,4,25.0,0,0,0,0,0,0,1,1,0,1,0
Ryan Trevitt,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,0,0,0,4,7,57.1,0,1,0,0,1,1,0,1,0,0,0
Ryan Yates,1,0,1,1,0,1.7,1.7,0.7,2.4,0.06,0.0,0.06,0.06,0.06,0.11,0.05,0.16,0.11,0.16,23,6,26.1,1.47,0.38,0.04,0.17,28,1.79,2,0.13,207,30,15,7,468,554,84.5,12,36,3,0,32,18,19,51,3,40,1
Rúben Dias,0,0,0,0,0,1.1,1.1,0.3,1.3,0.0,0.0,0.0,0.0,0.0,0.09,0.02,0.11,0.09,0.11,13,3,23.1,1.08,0.25,0.0,0.0,17,1.41,0,0.0,202,15,1,0,1056,1123,94.0,5,102,5,0,9,5,12,21,9,32,1
Sam Johnstone,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2,0.29,0,0.0,0,0,0,0,184,278,66.2,1,6,0,0,0,0,0,0,0,7,0
Sam Morsy,1,1,2,1,0,0.3,0.3,0.6,0.8,0.06,0.06,0.11,0.06,0.11,0.02,0.03,0.05,0.02,0.05,7,1,14.3,0.39,0.06,0.14,1.0,28,1.54,1,0.06,161,3,15,11,797,908,87.8,13,101,10,2,41,21,18,59,8,32,2
Sammie Szmodics,4,0,4,4,0,3.4,3.4,0.2,3.6,0.37,0.0,0.37,0.37,0.37,0.31,0.02,0.33,0.31,0.33,21,12,57.1,1.93,1.1,0.19,0.33,9,0.83,0,0.0,116,33,12,4,143,193,74.1,4,10,4,1,14,9,6,20,2,14,0
Samuel Amo-Ameyaw,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.22,0.29,0.07,0.29,1,0,0.0,3.21,0.0,0.0,0.0,2,6.43,0,0.0,7,1,4,0,8,9,88.9,1,0,1,1,1,0,0,1,0,0,0
Samuel Edozie,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14,0,0,0.0,0.0,0.0,0.0,0.0,4,5.54,0,0.0,36,10,4,2,25,33,75.8,1,0,3,0,3,1,0,3,0,0,0
Sander Berge,0,0,0,0,0,0.1,0.1,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,1,0,0.0,0.09,0.0,0.0,0.0,17,1.6,1,0.09,72,6,6,3,441,490,90.0,11,44,1,0,26,16,14,40,6,18,0
Sandro Tonali,0,1,1,0,0,2.4,2.4,0.6,3.0,0.0,0.08,0.08,0.0,0.08,0.18,0.04,0.22,0.18,0.22,18,5,27.8,1.36,0.38,0.0,0.0,35,2.64,4,0.3,179,18,16,7,573,685,83.6,9,56,11,2,21,15,18,39,8,12,1
Santiago Bueno,0,0,0,0,0,0.4,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,6,3,50.0,0.47,0.23,0.0,0.0,8,0.63,3,0.23,15,6,2,0,518,595,87.1,0,17,1,0,22,12,12,34,14,38,0
Saša Lukić,0,1,1,0,0,0.5,0.5,0.9,1.4,0.0,0.07,0.07,0.0,0.07,0.03,0.07,0.1,0.03,0.1,6,0,0.0,0.44,0.0,0.0,0.0,24,1.74,1,0.07,154,3,10,5,630,712,88.5,8,57,6,1,37,17,18,55,5,14,0
Scott McTominay,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33,1,0,0.0,4.74,0.0,0.0,0.0,1,4.74,0,0.0,3,1,1,0,10,10,100.0,0,2,0,0,0,0,0,0,0,1,0
Sean Longstaff,0,0,0,0,0,0.6,0.6,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.08,0.02,0.1,0.08,0.1,6,1,16.7,0.75,0.12,0.0,0.0,14,1.75,2,0.25,114,21,6,2,264,312,84.6,4,24,1,0,27,16,5,32,2,4,0
Sepp van den Berg,0,0,0,0,0,0.7,0.7,0.2,0.9,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.06,0.04,0.06,9,3,33.3,0.57,0.19,0.0,0.0,12,0.76,2,0.13,114,21,7,4,585,698,83.8,4,38,3,1,26,15,13,39,18,61,2
Sergio Reguilón,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.1,0.07,0.1,1,0,0.0,1.05,0.0,0.0,0.0,1,1.05,0,0.0,23,2,3,1,52,74,70.3,1,7,2,1,3,3,2,5,0,2,0
Simon Adingra,2,1,3,2,0,1.4,1.4,0.9,2.3,0.33,0.16,0.49,0.33,0.49,0.23,0.15,0.38,0.23,0.38,13,4,30.8,2.12,0.65,0.15,0.5,20,3.25,3,0.49,157,33,29,12,144,192,75.0,7,2,7,2,13,6,6,19,0,3,0
Solly March,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.95,0.0,1.95,1.95,1.95,1,0,0.0,30.0,0.0,0.0,0.0,0,0.0,0,0.0,2,1,0,0,1,5,20.0,0,0,0,0,1,1,1,2,0,0,0
Son Heung-min,6,6,12,6,0,4.6,3.8,5.8,9.7,0.41,0.41,0.82,0.41,0.82,0.32,0.4,0.72,0.26,0.66,36,18,50.0,2.46,1.23,0.17,0.33,72,4.93,9,0.62,434,80,52,21,477,587,81.3,33,23,36,5,9,5,4,13,0,10,1
Stefan Ortega,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,260,301,86.4,0,3,0,0,0,0,0,0,0,7,0
Stephy Mavididi,3,1,4,3,0,1.5,1.5,2.4,3.8,0.22,0.07,0.3,0.22,0.3,0.11,0.18,0.29,0.11,0.29,18,5,27.8,1.34,0.37,0.17,0.6,41,3.06,7,0.52,316,47,73,27,345,454,76.0,18,24,22,5,27,15,9,36,2,11,0
Sven Botman,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,1,0,0.0,0.5,0.0,0.0,0.0,0,0.0,0,0.0,3,3,3,1,99,111,89.2,0,5,0,0,5,3,4,9,1,8,0
Sávio,1,5,6,1,0,3.0,3.0,4.9,7.9,0.08,0.42,0.5,0.08,0.5,0.25,0.41,0.66,0.25,0.66,36,14,38.9,3.0,1.17,0.03,0.07,75,6.25,11,0.92,513,100,78,39,424,536,79.1,29,9,37,7,16,10,3,19,2,4,1
Séamus Coleman,0,0,0,0,0,0.6,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.26,0.26,0.26,1,1,100.0,0.46,0.46,0.0,0.0,2,0.91,1,0.46,19,2,5,4,57,79,72.2,0,6,0,0,2,1,1,3,3,7,0
Taiwo Awoniyi,1,0,1,1,0,1.7,1.7,0.1,1.7,0.39,0.0,0.39,0.39,0.39,0.65,0.03,0.68,0.65,0.68,8,3,37.5,3.16,1.18,0.13,0.33,4,1.57,0,0.0,48,17,4,1,34,53,64.2,1,2,1,0,3,1,0,3,0,4,0
Takehiro Tomiyasu,0,0,0,0,0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,2.37,0.0,2.37,2.37,2.37,1,0,0.0,12.86,0.0,0.0,0.0,1,12.86,0,0.0,2,1,0,0,3,4,75.0,0,0,0,0,0,0,0,0,0,1,0
Tariq Lamptey,2,2,4,2,0,0.3,0.3,0.4,0.7,0.52,0.52,1.03,0.52,1.03,0.07,0.1,0.17,0.07,0.17,3,2,66.7,0.77,0.52,0.67,1.0,7,1.8,2,0.51,56,3,12,5,140,168,83.3,3,8,3,2,6,5,4,10,1,10,1
Taylor Harwood-Bellis,1,0,1,1,0,1.3,1.3,0.8,2.0,0.05,0.0,0.05,0.05,0.05,0.07,0.04,0.11,0.07,0.11,13,4,30.8,0.7,0.22,0.08,0.25,23,1.24,2,0.11,100,24,2,2,1229,1394,88.2,10,121,5,0,18,13,22,40,29,78,6
Thiago,0,0,0,0,0,0.1,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.07,0.05,0.11,0.07,0.11,1,0,0.0,0.68,0.0,0.0,0.0,2,1.36,0,0.0,23,2,3,2,28,39,71.8,2,1,1,0,2,2,2,4,0,2,1
Thomas Partey,2,2,4,2,0,1.5,1.5,1.4,2.9,0.11,0.11,0.23,0.11,0.23,0.08,0.08,0.17,0.08,0.17,16,5,31.3,0.91,0.28,0.13,0.4,30,1.71,10,0.57,302,18,14,7,948,1077,88.0,10,83,20,2,53,35,21,74,6,31,3
Tim Iroegbunam,0,0,0,0,0,0.2,0.2,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07,4,0,0.0,0.94,0.0,0.0,0.0,9,2.11,0,0.0,41,11,12,5,70,99,70.7,2,8,1,0,18,9,8,26,0,5,1
Timo Werner,0,3,3,0,0,1.0,1.0,2.5,3.5,0.0,0.53,0.53,0.0,0.53,0.17,0.44,0.62,0.17,0.62,8,3,37.5,1.42,0.53,0.0,0.0,18,3.18,3,0.53,200,33,19,10,155,233,66.5,10,3,15,2,6,4,1,7,1,7,0
Timothy Castagne,0,1,1,0,0,0.1,0.1,1.0,1.1,0.0,0.14,0.14,0.0,0.14,0.02,0.14,0.16,0.02,0.16,4,2,50.0,0.57,0.28,0.0,0.0,12,1.71,1,0.14,112,15,7,4,349,416,83.9,4,19,1,1,16,7,8,24,1,30,0
Toby Collyer,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08,0,0,0.0,0.0,0.0,0.0,0.0,2,2.17,0,0.0,13,1,1,1,35,40,87.5,1,2,1,0,6,5,0,6,0,1,0
Tom Cairney,1,0,1,1,0,0.1,0.1,0.7,0.8,0.24,0.0,0.24,0.24,0.24,0.02,0.16,0.18,0.02,0.18,3,1,33.3,0.72,0.24,0.33,1.0,22,5.22,2,0.47,153,7,9,4,381,415,91.8,7,41,7,3,7,2,4,11,1,1,1
Tommy Doyle,0,1,1,0,0,0.5,0.5,0.5,1.0,0.0,0.2,0.2,0.0,0.2,0.1,0.1,0.2,0.1,0.2,8,2,25.0,1.64,0.41,0.0,0.0,16,3.27,3,0.61,69,2,8,4,284,347,81.8,7,39,3,0,9,5,5,14,4,8,1
Tomáš Souček,5,1,6,5,0,3.5,3.5,1.0,4.5,0.31,0.06,0.38,0.31,0.38,0.22,0.06,0.28,0.22,0.28,35,9,25.7,2.2,0.56,0.14,0.56,34,2.13,3,0.19,157,62,6,3,382,528,72.3,13,41,6,1,22,11,13,35,7,43,0
Tosin Adarabioyo,0,0,0,0,0,0.3,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.05,0.04,0.05,5,1,20.0,0.7,0.14,0.0,0.0,7,0.98,0,0.0,7,5,1,1,516,561,92.0,1,24,0,0,12,9,3,15,5,27,0
Toti Gomes,0,1,1,0,0,0.0,0.0,0.6,0.7,0.0,0.07,0.07,0.0,0.07,0.0,0.04,0.05,0.0,0.05,2,0,0.0,0.14,0.0,0.0,0.0,9,0.64,1,0.07,48,8,16,11,660,788,83.8,4,41,2,0,31,23,7,38,10,66,2
Trent Alexander-Arnold,1,4,5,1,0,0.8,0.8,5.4,6.2,0.06,0.24,0.3,0.06,0.3,0.05,0.33,0.38,0.05,0.38,21,4,19.0,1.27,0.24,0.05,0.25,63,3.82,8,0.48,394,24,15,5,862,1188,72.6,36,123,43,15,45,33,20,65,7,32,0
Trevoh Chalobah,3,0,3,3,0,1.2,1.2,0.4,1.6,0.25,0.0,0.25,0.25,0.25,0.1,0.03,0.14,0.1,0.14,11,4,36.4,0.93,0.34,0.27,0.75,11,0.93,0,0.0,51,14,10,6,349,442,79.0,4,27,2,1,20,16,19,39,9,57,3
Tyler Adams,0,0,0,0,0,1.1,1.1,0.5,1.6,0.0,0.0,0.0,0.0,0.0,0.16,0.07,0.23,0.16,0.23,5,1,20.0,0.76,0.15,0.0,0.0,15,2.27,1,0.15,67,8,4,0,244,292,83.6,5,19,1,0,33,24,19,52,3,15,0
Tyler Dibling,2,0,2,2,0,2.1,2.1,1.3,3.4,0.15,0.0,0.15,0.15,0.15,0.15,0.09,0.25,0.15,0.25,23,9,39.1,1.68,0.66,0.09,0.22,40,2.93,3,0.22,260,31,76,28,313,403,77.7,14,20,16,1,21,14,5,26,3,8,0
Tyrell Malacia,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,0,0,0.0,0.0,0.0,0.0,0.0,2,2.0,0,0.0,15,0,1,1,47,53,88.7,1,6,1,0,1,0,1,2,0,0,1
Tyrick Mitchell,0,3,3,0,0,0.5,0.5,3.6,4.1,0.0,0.15,0.15,0.0,0.15,0.03,0.18,0.2,0.03,0.2,7,2,28.6,0.35,0.1,0.0,0.0,48,2.37,4,0.2,309,27,21,10,629,860,73.1,25,34,22,12,57,40,7,64,8,57,1
Tyrone Mings,0,0,0,0,0,0.2,0.2,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.1,0.05,0.1,3,0,0.0,0.79,0.0,0.0,0.0,7,1.85,0,0.0,10,4,0,0,225,257,87.5,2,20,4,0,2,2,1,3,2,23,0
Valentino Livramento,0,0,0,0,0,0.0,0.0,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.0,0.04,1,0,0.0,0.06,0.0,0.0,0.0,18,1.15,0,0.0,233,11,28,13,693,832,83.3,8,48,15,4,26,19,18,44,6,62,1
Victor Bernth Kristiansen,0,1,1,0,0,0.0,0.0,1.2,1.2,0.0,0.06,0.06,0.0,0.06,0.0,0.07,0.07,0.0,0.07,0,0,0.0,0.0,0.0,0.0,0.0,28,1.6,3,0.17,189,6,13,5,728,930,78.3,15,49,18,14,55,34,24,79,12,46,3
Victor Lindelöf,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,0,0,0.0,0.0,0.0,0.0,0.0,2,2.9,0,0.0,6,2,0,0,35,38,92.1,1,4,2,1,3,0,2,5,0,4,0
Virgil van Dijk,1,1,2,1,0,1.3,1.3,0.3,1.6,0.05,0.05,0.1,0.05,0.1,0.07,0.02,0.08,0.07,0.08,14,5,35.7,0.7,0.25,0.07,0.2,22,1.1,3,0.15,65,27,4,3,1409,1540,91.5,7,122,3,0,23,11,34,57,6,88,2
Vitaliy Mykolenko,0,0,0,0,0,0.3,0.3,0.8,1.1,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,10,0,0.0,0.58,0.0,0.0,0.0,22,1.27,1,0.06,207,14,9,3,506,672,75.3,13,55,17,10,34,20,21,55,6,69,1
Vitaly Janelt,1,3,4,1,0,0.6,0.6,2.0,2.7,0.06,0.18,0.24,0.06,0.24,0.04,0.12,0.16,0.04,0.16,12,4,33.3,0.72,0.24,0.08,0.25,20,1.2,3,0.18,198,21,10,3,589,714,82.5,11,52,15,6,21,12,18,39,6,35,1
Vitezslav Jaros,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,6,8,75.0,0,2,0,0,0,0,0,0,0,0,0
Vladimír Coufal,0,0,0,0,0,0.2,0.2,0.5,0.7,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.1,0.03,0.1,4,1,25.0,0.63,0.16,0.0,0.0,11,1.72,1,0.16,92,7,7,2,232,309,75.1,5,21,11,6,10,8,3,13,6,20,1
Wataru Endo,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,0,0,0.0,0.0,0.0,0.0,0.0,2,2.95,0,0.0,14,2,1,1,45,48,93.8,1,5,1,0,4,3,2,6,0,1,0
Wes Burns,0,1,1,0,0,0.5,0.5,1.6,2.2,0.0,0.1,0.1,0.0,0.1,0.05,0.16,0.22,0.05,0.22,7,1,14.3,0.7,0.1,0.0,0.0,16,1.6,1,0.1,158,18,23,9,151,249,60.6,10,8,8,7,13,11,10,23,2,13,2
Wesley Fofana,0,0,0,0,0,0.4,0.4,0.4,0.8,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.07,0.04,0.07,2,0,0.0,0.18,0.0,0.0,0.0,11,0.98,0,0.0,43,9,13,7,630,703,89.6,5,44,1,0,13,12,12,25,9,49,2
Wilfred Ndidi,0,4,4,0,0,1.4,1.4,1.4,2.8,0.0,0.3,0.3,0.0,0.3,0.1,0.1,0.2,0.1,0.2,12,6,50.0,0.89,0.44,0.0,0.0,16,1.19,3,0.22,141,36,23,11,430,534,80.5,9,36,6,1,48,28,9,57,12,47,0
Will Alves,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,0,0,0,1,1,100.0,0,0,0,0,0,0,0,0,0,0,0
Will Hughes,0,3,3,0,0,0.8,0.8,1.7,2.5,0.0,0.23,0.23,0.0,0.23,0.06,0.13,0.2,0.06,0.2,12,1,8.3,0.94,0.08,0.0,0.0,46,3.6,6,0.47,180,10,8,2,435,557,78.1,22,48,10,3,46,25,9,55,8,9,0
Will Lankshear,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0
William Osula,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.18,0,0,0.0,0.0,0.0,0.0,0.0,1,2.05,0,0.0,7,2,1,1,2,4,50.0,1,0,1,0,1,0,1,2,0,0,0
William Saliba,2,0,2,2,0,1.9,1.9,0.5,2.4,0.1,0.0,0.1,0.1,0.1,0.1,0.03,0.13,0.1,0.13,3,2,66.7,0.16,0.1,0.67,1.0,16,0.83,1,0.05,67,11,11,7,1345,1431,94.0,4,104,3,0,41,25,13,54,7,57,3
William Smallbone,0,0,0,0,0,0.3,0.3,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.1,0.2,4,0,0.0,1.34,0.0,0.0,0.0,9,3.01,0,0.0,75,11,1,1,99,139,71.2,3,3,1,1,7,3,0,7,0,2,1
Willy Boly,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,1,1,100.0,0.78,0.78,0.0,0.0,0,0.0,0,0.0,2,1,0,0,44,56,78.6,0,2,0,0,5,1,2,7,1,12,0
Wilson Odobert,0,0,0,0,0,0.4,0.4,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.23,0.03,0.27,0.23,0.27,6,0,0.0,3.33,0.0,0.0,0.0,4,2.24,0,0.0,65,13,10,3,59,78,75.6,3,3,3,0,5,2,0,5,0,1,1
Wout Faes,1,0,1,1,0,0.9,0.9,0.1,1.0,0.07,0.0,0.07,0.07,0.07,0.06,0.01,0.07,0.06,0.07,7,1,14.3,0.46,0.07,0.14,1.0,6,0.39,0,0.0,38,13,4,3,673,773,87.1,3,52,5,0,23,15,12,35,18,88,3
Yankuba Minteh,2,1,3,2,0,1.5,1.5,1.6,3.1,0.27,0.14,0.41,0.27,0.41,0.21,0.22,0.43,0.21,0.43,12,3,25.0,1.62,0.41,0.17,0.67,23,3.13,4,0.54,187,52,46,19,119,201,59.2,11,7,12,3,10,6,3,13,0,7,0
Yasin Ayari,0,0,0,0,0,1.3,1.3,1.1,2.4,0.0,0.0,0.0,0.0,0.0,0.1,0.09,0.19,0.1,0.19,15,5,33.3,1.22,0.41,0.0,0.0,38,3.1,3,0.24,198,31,32,12,426,525,81.1,17,27,10,1,37,20,12,49,4,13,0
Yehor Yarmoliuk,0,0,0,0,0,0.5,0.5,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.08,0.03,0.11,0.08,0.11,6,1,16.7,1.02,0.17,0.0,0.0,10,1.71,2,0.34,101,11,13,7,256,305,83.9,4,27,4,2,18,13,7,25,5,17,0
Yerson Mosquera,0,0,0,0,0,0.3,0.3,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,2,0,0.0,0.41,0.0,0.0,0.0,5,1.02,0,0.0,12,7,0,0,205,240,85.4,2,16,1,1,11,7,10,21,10,14,0
Yoane Wissa,11,2,13,11,0,9.9,9.9,1.2,11.1,0.71,0.13,0.84,0.71,0.84,0.64,0.08,0.72,0.64,0.72,42,20,47.6,2.72,1.29,0.26,0.55,32,2.07,6,0.39,208,73,23,6,252,325,77.5,12,26,3,0,6,2,5,11,1,5,1
Youri Tielemans,0,4,4,0,0,1.8,1.0,4.3,5.3,0.0,0.2,0.2,0.0,0.2,0.09,0.22,0.31,0.05,0.27,15,3,20.0,0.76,0.15,0.0,0.0,73,3.71,7,0.36,325,20,36,17,959,1175,81.6,41,131,24,3,51,35,17,68,6,22,3
Yukinari Sugawara,1,1,2,1,0,0.4,0.4,2.2,2.6,0.08,0.08,0.17,0.08,0.17,0.03,0.19,0.22,0.03,0.22,9,2,22.2,0.76,0.17,0.11,0.5,35,2.94,1,0.08,218,20,13,7,525,653,80.4,16,38,18,7,24,13,9,33,6,34,3
Yunus Emre Konak,0,0,0,0,0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.66,0.66,0.66,1,0,0.0,4.29,0.0,0.0,0.0,0,0.0,0,0.0,8,0,1,0,12,17,70.6,0,1,0,0,1,1,0,1,0,0,0
Yves Bissouma,2,0,2,2,0,0.4,0.4,0.2,0.6,0.19,0.0,0.19,0.19,0.19,0.03,0.02,0.05,0.03,0.05,5,2,40.0,0.46,0.19,0.4,1.0,12,1.12,0,0.0,116,3,18,6,551,617,89.3,4,48,7,0,32,21,13,45,3,25,3
Álex Moreno,0,1,1,0,0,0.2,0.2,1.0,1.1,0.0,0.11,0.11,0.0,0.11,0.02,0.11,0.13,0.02,0.13,6,0,0.0,0.68,0.0,0.0,0.0,10,1.14,2,0.23,125,6,18,7,244,344,70.9,4,19,7,1,24,18,14,38,4,33,0
İlkay Gündoğan,0,1,1,0,0,1.6,1.6,1.5,3.0,0.0,0.08,0.08,0.0,0.08,0.12,0.11,0.23,0.12,0.23,15,3,20.0,1.16,0.23,0.0,0.0,42,3.25,3,0.23,410,40,21,11,799,903,88.5,22,53,12,1,14,7,11,25,0,14,0
Łukasz Fabiański,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,3,0.28,0,0.0,0,0,1,1,272,418,65.1,0,4,0,0,0,0,0,0,0,4,1
