ID,Name,Team,Pos,Price,16_pts,17_pts,18_pts,19_pts,20_pts,21_pts,22_pts,23_pts,24_pts,25_pts,26_pts,27_pts,28_pts,29_pts,30_pts,31_pts,32_pts,33_pts,34_pts,35_pts,36_pts,37_pts,38_pts,tba_pts
117,Buonanotte,LEI,MID,5,1.81016,1.9358,1.61563,1.63225,1.84417,1.82883,1.74795,1.91081,1.79042,1.5967,1.84991,2.0377,1.79748,1.74909,1.70688,1.85324,1.85051,1.66932,2.07957,1.88111,1.85012,1.85337,1.80364,0
118,Cozier-Duberry,BHA,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,Dahoud,BHA,MID,4.9,0.00853,0.00798,0.00822,0.00833,0.00726,0.00735,0.00805,0.00883,0.0082,0.0082,0.00862,0.00842,0.00859,0.00719,0.00805,0.00803,0.00887,0.00813,0.00882,0.00859,0.00841,0.00763,0.00776,0
120,Dunk,BHA,DEF,4.4,2.24209,2.50673,2.26082,2.58802,2.29103,2.24628,2.50553,2.20379,2.36411,2.38558,2.42748,2.32102,2.23073,2.68538,2.25606,2.45575,2.37535,2.70201,2.30995,2.34856,2.46126,2.3319,2.65528,0
121,Enciso,BHA,MID,5.4,0.38136,0.401,0.38163,0.3635,0.33458,0.36589,0.37616,0.38491,0.36716,0.35992,0.44064,0.38508,0.36003,0.33976,0.36445,0.37747,0.41463,0.39141,0.39334,0.3806,0.40434,0.34366,0.37731,0
122,Estupiñan,BHA,DEF,5.1,2.65062,2.76374,2.67277,2.7968,2.57287,2.46853,2.7275,2.62894,2.57615,2.73879,2.73526,2.73694,2.59469,2.86234,2.63959,2.67582,2.86402,2.9466,2.75697,2.75237,2.72442,2.64499,2.87951,0
123,Ferguson,BHA,FWD,5.5,1.69167,1.73232,1.69831,1.53854,1.46849,1.64741,1.63386,1.75544,1.6363,1.51097,1.96407,1.68582,1.60868,1.3936,1.59683,1.6645,1.79573,1.633,1.7172,1.64444,1.77434,1.46841,1.58606,0
124,Gilmour,BHA,MID,5,1.97711,1.8606,1.90472,1.93845,1.72192,1.68986,1.88571,2.03741,1.91112,1.88806,2.00083,1.94125,1.98568,1.70163,1.8644,1.88041,2.03824,1.89166,2.01892,1.98122,1.94958,1.78196,1.81474,0
125,Gross,BHA,MID,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,Hinshelwood,BHA,MID,5,0.17709,0.65661,1.41475,1.68528,1.8935,1.91114,1.96878,2.15171,1.93825,2.04886,2.17322,2.14944,2.05408,1.84404,2.06615,1.98132,2.26045,2.00895,2.17771,2.13102,2.05056,1.9892,1.96859,0
127,I.Osman,BHA,MID,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,Igor,BHA,DEF,4.4,2.07944,2.30057,2.09331,2.39742,2.13348,2.04085,2.30618,2.03211,2.16302,2.22789,2.19697,2.15432,2.06616,2.50899,2.09261,2.25391,2.2046,2.50383,2.14184,2.18419,2.24784,2.17522,2.4614,0
129,"João Pedro",BHA,FWD,5.9,2.67039,2.41153,2.61493,2.13852,2.26435,2.277,2.2616,2.68711,2.26541,2.32901,2.68214,2.5855,2.47149,1.95341,2.45516,2.30213,2.74804,2.25794,2.63245,2.5249,2.43948,2.26559,2.19919,0
130,Kozlowski,BHA,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,Lamptey,BHA,DEF,4.4,1.46472,1.66738,1.48228,1.72254,1.48592,1.46918,1.66017,1.43773,1.55217,1.57945,1.61308,1.53094,1.45474,1.7919,1.48382,1.62051,1.58454,1.8137,1.53132,1.5526,1.63398,1.52956,1.7746,0
132,March,BHA,MID,6.5,0.26332,1.035,2.14532,2.55329,2.4629,2.71787,2.70668,2.91599,2.649,2.7742,3.18146,2.93621,2.73799,2.46746,2.83412,2.68925,3.19966,2.84295,3.05144,2.91193,2.93931,2.61452,2.7257,0
133,Mazilu,BHA,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Milner,BHA,MID,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Minteh,BHA,MID,5.1,1.65543,1.71249,1.67441,1.54731,1.4163,1.58029,1.59769,1.68971,1.55695,1.58614,1.90947,1.69883,1.57099,1.43309,1.61786,1.59355,1.86107,1.68126,1.76052,1.68069,1.7435,1.49088,1.60776,0
136,Mitoma,BHA,MID,6.6,3.14977,3.0098,3.23957,2.78093,2.76705,2.84952,2.84445,3.25577,2.78812,3.10902,3.29823,3.28059,3.06445,2.61509,3.17652,2.82887,3.57107,2.97462,3.41189,3.25562,3.06551,2.9313,2.86289,0
137,Moder,BHA,MID,4.4,0.27707,0.27439,0.27462,0.25237,0.24825,0.24754,0.26168,0.27709,0.25637,0.25861,0.29387,0.27616,0.26068,0.24036,0.26022,0.26524,0.29293,0.26661,0.27871,0.2728,0.27309,0.25016,0.26104,0
138,O’Mahony,BHA,FWD,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,Offiah,BHA,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,Peupion,BHA,MID,4.4,9.0E-5,0.0001,9.0E-5,9.0E-5,8.0E-5,9.0E-5,9.0E-5,0.0001,9.0E-5,9.0E-5,0.0001,0.0001,9.0E-5,8.0E-5,9.0E-5,9.0E-5,0.0001,9.0E-5,0.0001,9.0E-5,0.0001,9.0E-5,9.0E-5,0
141,Sarmiento,BHA,MID,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,Steele,BHA,GK,4.2,0.19774,0.24971,0.19106,0.27459,0.20136,0.21381,0.27095,0.18758,0.23632,0.21265,0.28241,0.2028,0.20175,0.29187,0.19381,0.24578,0.20374,0.2679,0.19711,0.21896,0.23951,0.21863,0.27108,0
143,Undav,BHA,FWD,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,"Van Hecke",BHA,DEF,4.5,2.35125,2.7012,2.36056,2.75418,2.38232,2.40782,2.68501,2.30221,2.5418,2.47769,2.63245,2.41939,2.32355,2.84017,2.34703,2.64342,2.47852,2.87639,2.40752,2.44571,2.64614,2.4219,2.82891,0
145,Veltman,BHA,DEF,4.5,1.15804,1.70479,1.7282,2.06659,1.83769,1.78039,2.00043,1.7703,1.88382,1.91198,1.93305,1.8643,1.78845,2.14777,1.80642,1.96169,1.91007,2.15931,1.85379,1.88556,1.96052,1.86826,2.1227,0
146,Verbruggen,BHA,GK,4.5,3.1796,3.86869,3.07295,4.26065,3.24094,3.30312,4.20326,3.01808,3.65761,3.41375,4.38385,3.25734,3.24298,4.53278,3.11594,3.80671,3.26875,4.15532,3.16567,3.51203,3.70806,3.51023,4.20526,0
147,Webster,BHA,DEF,4.3,0.10142,0.44615,0.8192,1.28495,1.25743,1.27783,1.44832,1.23684,1.35577,1.38123,1.36449,1.32074,1.26978,1.58969,1.28772,1.41275,1.34487,1.57671,1.31037,1.34308,1.40547,1.35051,1.55086,0
148,Welbeck,BHA,FWD,5.8,2.32843,2.15088,2.28524,1.91187,1.98574,2.02923,2.01668,2.34723,2.02012,2.03184,2.3732,2.25609,2.1602,1.7548,2.14123,2.05147,2.39231,2.01287,2.29306,2.20267,2.1672,1.9808,1.96335,0
149,Wieffer,BHA,MID,4.7,1.45902,1.49744,1.47741,1.38509,1.32869,1.37452,1.43377,1.49499,1.40308,1.39857,1.63603,1.49206,1.4057,1.31011,1.41041,1.44658,1.58907,1.47352,1.51216,1.47463,1.51418,1.34778,1.43371,0
150,"Andrey Santos",CHE,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,Ângelo,CHE,MID,4.5,0.01526,0.0149,0.01584,0.01372,0.01529,0.01575,0.01616,0.01368,0.01623,0.01455,0.01583,0.01513,0.01641,0.01363,0.0153,0.01533,0.01348,0.01478,0.01642,0.01417,0.01448,0.01558,0.0153,0
152,Arrizabalaga,BOU,GK,4.5,3.20813,4.13343,3.22076,3.95415,3.05979,4.15568,4.06053,3.16834,3.55074,4.3157,3.16367,3.95309,4.13558,3.11461,2.80714,3.79972,3.28403,3.73686,3.25929,4.43544,3.15772,4.46204,3.31159,0
153,B.Badiashile,CHE,DEF,4.3,1.19129,1.19971,1.17777,1.15914,1.27457,1.22725,1.22111,1.43296,1.22109,1.26992,1.36508,1.13597,1.25516,1.41903,1.22773,1.42547,1.17279,1.29516,1.15375,1.24456,1.35646,1.16669,1.22467,0
154,Bergström,CHE,GK,4,0.00647,0.00752,0.00683,0.00636,0.00742,0.00686,0.00657,0.00896,0.00667,0.00788,0.00838,0.00596,0.00688,0.0089,0.00724,0.00816,0.00582,0.00788,0.00636,0.0074,0.00811,0.00678,0.00711,0
155,Bettinelli,CHE,GK,3.9,0.00647,0.00752,0.00683,0.00636,0.00743,0.00686,0.00657,0.00896,0.00667,0.00788,0.00838,0.00596,0.00688,0.0089,0.00724,0.00816,0.00582,0.00788,0.00636,0.0074,0.00811,0.00678,0.00711,0
156,Broja,EVE,FWD,5.4,1.12376,1.26833,1.15541,1.44915,1.32914,1.3435,1.33127,1.33935,1.52971,1.40601,1.37316,1.37721,1.50891,1.4562,1.13667,1.22302,1.37982,1.22096,1.25636,1.40255,1.39902,1.51886,1.29069,1.2232
157,Caicedo,CHE,MID,4.9,2.50267,2.51025,2.40827,2.52802,2.57444,2.53232,2.58482,2.39171,2.5774,2.51378,2.50862,2.54661,2.67933,2.333,2.43173,2.64335,2.4897,2.58865,2.53059,2.33001,2.49686,2.41575,2.52752,0
158,Casadei,CHE,MID,4.4,0.03661,0.03522,0.03474,0.03374,0.03582,0.03683,0.03746,0.03244,0.03722,0.03421,0.03419,0.03716,0.03912,0.03172,0.03507,0.03626,0.03546,0.03564,0.03694,0.03333,0.03434,0.03494,0.03468,0
159,Chalobah,CRY,DEF,4.4,2.55666,2.44225,2.5213,2.36105,2.53994,2.57387,2.64043,2.43856,2.631,2.38612,2.61211,2.41853,2.39052,2.69794,2.5678,2.42491,2.79723,2.49629,2.76938,2.45533,2.77773,2.49192,2.70458,0
160,Chilwell,CHE,DEF,4.7,0.00648,0.00639,0.0063,0.00625,0.00678,0.00665,0.00669,0.00728,0.00669,0.00671,0.00711,0.00629,0.00694,0.00716,0.00653,0.0075,0.0064,0.00689,0.00634,0.00648,0.00705,0.00626,0.00652,0
161,Chukwuemeka,CHE,MID,4.8,0.0076,0.00706,0.0072,0.00699,0.00724,0.00767,0.00786,0.0066,0.00784,0.00699,0.00698,0.00772,0.00823,0.00641,0.00729,0.00744,0.0075,0.00726,0.00766,0.0069,0.00696,0.00723,0.00705,0
162,Colwill,CHE,DEF,4.5,2.16981,2.25172,2.1365,2.16729,2.36457,2.22277,2.21653,2.55702,2.21404,2.33741,2.47588,2.0936,2.27775,2.53061,2.21079,2.58479,2.12993,2.39033,2.1181,2.22289,2.46692,2.12253,2.27788,0
163,Cucurella,CHE,DEF,5.1,2.28561,2.25121,2.23658,2.18603,2.39062,2.34892,2.35327,2.6158,2.35101,2.36911,2.5276,2.20822,2.43346,2.57966,2.32181,2.65845,2.24975,2.42804,2.23208,2.32039,2.51075,2.22081,2.29637,0
164,D.D.Fofana,CHE,FWD,5.4,0.86819,0.82753,0.90738,0.77056,0.8144,0.89111,0.93044,0.67952,0.90999,0.79435,0.83404,0.88195,0.92756,0.69678,0.85472,0.83197,0.77443,0.80185,0.95554,0.78423,0.74549,0.88613,0.84274,0
165,Deivid,CHE,FWD,4.9,0.00203,0.00196,0.0019,0.00195,0.00198,0.002,0.00206,0.00162,0.00204,0.00188,0.00181,0.00213,0.00215,0.00156,0.00187,0.00194,0.00197,0.00197,0.00209,0.00172,0.00181,0.00193,0.00194,0
166,Dewsbury-Hall,CHE,MID,5.6,0.70092,0.60852,0.66548,0.62595,0.63749,0.72233,0.75046,0.57637,0.74939,0.6188,0.61742,0.72611,0.79137,0.55474,0.67903,0.66546,0.71565,0.6443,0.71827,0.63461,0.61181,0.66869,0.62229,0
167,Disasi,CHE,DEF,4.2,0.52467,0.53302,0.51773,0.51611,0.56446,0.54001,0.5385,0.6242,0.53838,0.56092,0.59917,0.50347,0.55389,0.61755,0.53842,0.62617,0.5174,0.57276,0.51034,0.5434,0.59569,0.51352,0.54314,0
168,Enzo,CHE,MID,5,2.95705,2.84078,2.70802,2.88254,2.86644,2.84221,2.93786,2.63913,2.93582,2.82018,2.81006,2.85588,3.07042,2.54286,2.7009,3.00478,2.82999,2.91136,2.82911,2.55498,2.77248,2.66684,2.82405,0
169,Gallagher,CHE,MID,5.9,2.2216,2.02184,2.32024,1.96547,2.07459,2.29398,2.3538,1.88226,2.43587,2.01596,2.16201,2.18585,2.37262,1.88529,2.25844,2.11152,1.96906,2.04908,2.35484,2.09414,1.97758,2.27163,2.12145,0
170,Gilchrist,CHE,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,Gusto,CHE,DEF,4.9,2.26727,2.36744,2.20857,2.30137,2.50816,2.32533,2.33446,2.69967,2.33365,2.47784,2.63233,2.17646,2.41919,2.65447,2.29624,2.78261,2.23014,2.54756,2.20059,2.29353,2.61356,2.18786,2.40853,0
172,James,CHE,DEF,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,Kellyman,CHE,MID,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,Lavia,CHE,MID,4.5,1.41673,1.33098,1.3478,1.27884,1.35238,1.42924,1.45831,1.23212,1.45072,1.29547,1.29458,1.44032,1.52299,1.20653,1.36072,1.36845,1.38538,1.34625,1.43081,1.29247,1.29992,1.35296,1.31196,0
175,Lukaku,CHE,FWD,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,M.Sarr,CHE,DEF,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,Madueke,CHE,MID,6.3,2.78296,2.50176,2.32897,2.42244,2.37136,2.39644,2.50465,2.13666,2.50486,2.33739,2.32837,2.40556,2.64754,2.02209,2.24552,2.55099,2.39487,2.43389,2.37645,2.08944,2.2763,2.20336,2.33288,0
178,"Marc Guiu",CHE,FWD,4.7,0.01392,0.01354,0.01306,0.01346,0.01361,0.01376,0.01416,0.01115,0.01404,0.01296,0.01247,0.01465,0.01476,0.01076,0.01283,0.01333,0.01352,0.01354,0.01439,0.01179,0.01249,0.01324,0.01336,0
179,Mudryk,CHE,MID,6.2,0.25104,0.45154,0.64753,0.66266,0.72363,0.81965,0.84809,0.6588,0.84626,0.69833,0.69744,0.82389,0.89227,0.64037,0.77306,0.74302,0.80835,0.72563,0.81587,0.72557,0.69589,0.76266,0.70458,0
180,N.Jackson,CHE,FWD,8.2,2.69994,2.3409,2.54135,2.3157,2.33893,2.64857,2.71453,1.9981,2.69638,2.24794,2.17964,2.7901,2.81096,1.94486,2.49992,2.29729,2.61301,2.32832,2.74783,2.33168,2.18301,2.56334,2.30323,0
181,Nkunku,CHE,MID,5.8,2.0124,1.78833,1.69998,1.75058,1.72892,1.7769,1.85793,1.52514,1.85519,1.69048,1.68424,1.78686,1.97495,1.43219,1.65327,1.87048,1.75917,1.77534,1.76445,1.52643,1.64571,1.62296,1.69029,0
182,Palmer,CHE,MID,11.1,6.54673,5.18891,6.45029,6.14931,5.74247,7.06277,7.50743,5.27194,7.54935,5.79488,5.76357,7.06203,7.94983,4.94365,6.59341,6.32752,7.29418,5.9824,6.95001,6.09253,5.56292,6.4067,5.72977,0
183,Petrović,CHE,GK,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,"Renato Veiga",CHE,MID,4.5,0.72655,0.69846,0.68473,0.66185,0.71101,0.73073,0.74338,0.63592,0.73777,0.67419,0.67373,0.73828,0.7794,0.62105,0.69248,0.71848,0.6986,0.70591,0.73362,0.65482,0.67812,0.69026,0.68512,0
185,Sánchez,CHE,GK,4.8,2.59193,3.47662,2.73522,3.01548,3.43985,2.74731,2.63263,4.05171,2.67005,3.62198,3.82238,2.38614,2.75692,4.02968,2.89876,3.73362,2.33214,3.62272,2.5457,2.96044,3.7129,2.71444,3.31421,0
186,Sterling,ARS,MID,6.7,0.78278,0.73671,0.77444,0.76413,0.71541,0.74624,0.75137,0.78703,0.6901,0.78507,0.80983,0.72042,0.7365,0.74018,0.73646,0.71641,0.77988,0.71897,0.77456,0.78818,0.6497,0.78012,0.85148,0
187,Tosin,CHE,DEF,4.2,0.62359,0.64783,0.62141,0.62189,0.68754,0.64405,0.63741,0.78202,0.63766,0.68589,0.73966,0.59019,0.65237,0.77658,0.64954,0.76886,0.61377,0.69792,0.60146,0.66468,0.73582,0.61497,0.66041,0
188,Ugochukwu,SOU,MID,4.5,0.56401,0.58145,0.59614,0.58639,0.59026,0.57819,0.56549,0.58519,0.54526,0.59303,0.56305,0.55086,0.5195,0.60094,0.59801,0.57679,0.5556,0.6088,0.55958,0.62349,0.53392,0.57824,0.53576,0
189,W.Fofana,CHE,DEF,4.4,0,0,0.02401,0.02341,1.78669,2.06399,2.13827,2.41743,2.17822,2.2106,2.36559,2.03826,2.24801,2.43485,2.16568,2.47893,2.08819,2.26022,2.06388,2.17642,2.3505,2.06642,2.13834,0
190,Ahamada,CRY,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,Andersen,FUL,DEF,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,J.Ayew,LEI,MID,5.2,1.79248,1.97144,1.67207,1.73833,1.82423,1.92944,1.8343,1.88319,1.84273,1.72166,1.9304,1.98223,1.79887,1.84029,1.72665,1.92596,1.8266,1.76173,1.9921,1.95862,1.84187,1.89888,1.80561,0
193,C.Doucouré,CRY,MID,4.9,0.92213,0.89455,0.92005,1.00646,0.93649,1.02528,1.00646,0.99188,0.95836,1.00049,0.96407,0.9432,0.96222,0.93014,1.08117,0.95165,0.88032,0.99758,0.86176,0.99799,0.95706,1.01437,0.86551,0
194,C.Richards,CRY,DEF,4.4,1.0605,1.03538,1.04629,0.94779,1.07318,1.03756,1.07924,0.99682,1.09194,0.96434,1.07951,1.00162,0.97794,1.13847,1.01229,1.0031,1.20974,1.02676,1.20198,1.00417,1.1712,1.01683,1.16605,0
195,"Chadi Riad",CRY,DEF,4.3,0.46701,0.90911,1.26036,1.28691,1.49699,1.50015,1.55341,1.4113,1.55075,1.37228,1.53881,1.41418,1.39465,1.597,1.50096,1.41299,1.67091,1.4522,1.6513,1.42113,1.64998,1.45107,1.60554,0
196,Clyne,CRY,DEF,4.3,0.8477,0.78153,0.83608,0.71137,0.81332,0.83746,0.8677,0.75045,0.87284,0.72439,0.86427,0.75734,0.73892,0.90475,0.82494,0.75737,0.9537,0.77431,0.94595,0.75592,0.93166,0.76713,0.91934,0
197,Ebiowei,CRY,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,Edouard,LEI,FWD,5.2,0.33567,0.37822,0.29653,0.3159,0.33525,0.37753,0.34951,0.34651,0.36292,0.31638,0.3721,0.38544,0.32697,0.35422,0.30091,0.35801,0.34804,0.31649,0.39114,0.39091,0.35828,0.3617,0.34542,0
199,Eze,CRY,MID,6.6,2.78663,2.50446,2.6603,2.93968,2.77085,2.90357,2.93431,2.89116,2.75077,2.90779,2.78559,2.83212,2.94046,2.64085,3.23542,2.80697,2.50946,2.93261,2.40478,2.90199,2.77196,3.05335,2.38516,0
200,Guéhi,CRY,DEF,4.5,2.74692,2.53086,2.71066,2.42065,2.62369,2.77847,2.84021,2.50644,2.82613,2.4489,2.80705,2.4913,2.45681,2.89132,2.77312,2.49786,2.98494,2.56686,2.95627,2.52356,2.97358,2.55769,2.8923,0
201,Henderson,CRY,GK,4.4,4.09382,3.21588,4.18256,2.80336,3.38845,3.66703,3.93961,3.0476,4.27425,2.99273,4.09468,3.09057,2.7392,4.20173,4.45473,3.23355,4.60383,3.23197,4.57771,3.10136,4.27623,3.09578,4.94225,0
202,Holding,CRY,DEF,4.3,0.00179,0.00169,0.00176,0.00162,0.00178,0.00179,0.00185,0.00168,0.00184,0.00164,0.00183,0.00169,0.00166,0.0019,0.00179,0.00168,0.00198,0.00173,0.00196,0.0017,0.00196,0.00173,0.00191,0
203,Hughes,CRY,MID,4.9,1.93445,2.12868,2.07502,2.48632,2.35055,2.2895,2.26271,2.45436,2.1744,2.47058,2.18588,2.37549,2.42643,2.12235,2.40119,2.38101,2.03526,2.4707,1.99861,2.46483,2.17389,2.52113,2.00296,0
204,Johnstone,WOL,GK,4.3,0.55702,0.70006,0.65261,0.8284,0.6333,0.81273,0.83277,0.65739,0.63103,0.96876,0.80869,0.6578,0.61042,0.86594,0.6415,0.63832,0.69869,0.82799,0.66321,0.89744,0.66115,0.74446,0.62198,0
205,Kamada,CRY,MID,5.1,1.14787,1.05741,1.12847,1.23612,1.14833,1.26892,1.26338,1.21542,1.18413,1.22547,1.19675,1.16491,1.2001,1.13714,1.39037,1.16726,1.06969,1.2276,1.0307,1.22238,1.18858,1.26323,1.02842,0
206,Lerma,CRY,MID,4.8,1.84659,1.82114,1.81227,2.01157,1.89047,1.98411,1.96114,1.98491,1.87082,1.99961,1.88308,1.90673,1.94519,1.81763,2.10327,1.91708,1.73123,1.99689,1.69228,1.99495,1.87166,2.03302,1.69519,0
207,Mateta,CRY,FWD,7.2,2.41192,2.4446,2.39171,2.91255,2.50419,2.67396,2.60567,2.79307,2.45292,2.86906,2.48278,2.63269,2.7274,2.33068,2.88517,2.65738,2.13707,2.7655,2.08137,2.80116,2.38941,2.83233,2.11484,0
208,M.França,CRY,MID,4.4,0,0,0.01673,0.01831,0.9606,1.26259,1.31236,1.28717,1.28087,1.33543,1.28991,1.26223,1.291,1.24017,1.45878,1.27109,1.17244,1.33358,1.1434,1.33229,1.28098,1.36039,1.14645,0
209,Matthews,CRY,GK,4,0.00788,0.0068,0.00806,0.00593,0.00716,0.00698,0.00755,0.00644,0.00826,0.00633,0.00788,0.00653,0.00579,0.00811,0.00863,0.00683,0.00895,0.00683,0.0089,0.00655,0.00826,0.00654,0.00967,0
210,Mitchell,CRY,DEF,4.8,2.65543,2.59445,2.61633,2.53135,2.74565,2.64245,2.73589,2.61841,2.73076,2.55707,2.71122,2.61735,2.59495,2.80823,2.64915,2.61358,2.93437,2.6877,2.89975,2.63523,2.89896,2.69587,2.82138,0
211,Muñoz,CRY,DEF,4.7,2.56934,2.38242,2.52005,2.3547,2.54273,2.58705,2.67452,2.43207,2.6418,2.37629,2.62936,2.42852,2.41528,2.69476,2.64229,2.4228,2.78743,2.49903,2.74069,2.44819,2.79614,2.51507,2.66758,0
212,Ozoh,CRY,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Rak-Sakyi,CRY,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,Schlupp,CRY,MID,4.7,0.82353,0.79906,0.82265,0.8951,0.83203,0.91733,0.89895,0.88233,0.85623,0.8901,0.86104,0.83691,0.85284,0.8313,0.96491,0.84552,0.7862,0.88709,0.77025,0.888,0.85483,0.9007,0.77408,0
215,Ward,CRY,DEF,4.3,0.03282,0.03071,0.03233,0.02771,0.03202,0.03211,0.03345,0.02934,0.03377,0.02825,0.03341,0.0297,0.02892,0.03517,0.0315,0.02968,0.03734,0.03033,0.03705,0.02956,0.03624,0.03002,0.03592,0
216,Wharton,CRY,MID,4.7,0.63514,1.30948,1.72572,2.11957,2.08284,2.1346,2.11875,2.17016,2.03094,2.18371,2.04372,2.1022,2.14336,1.97902,2.25805,2.10804,1.89866,2.18341,1.85866,2.17913,2.03329,2.22377,1.85938,0
217,A.Doucoure,EVE,MID,5.1,2.09002,2.3644,2.10769,2.44898,2.17649,2.36844,2.34876,2.20192,2.63797,2.2604,2.32424,2.32278,2.38009,2.526,2.03884,2.15692,2.21492,2.19345,2.16984,2.43354,2.27187,2.4733,2.18964,2.23316
218,Beto,EVE,FWD,5,0.8787,1.02269,0.9252,1.18066,1.06938,1.09574,1.0851,1.07801,1.24771,1.13138,1.11842,1.10935,1.21574,1.18776,0.91333,0.99547,1.11038,0.9946,1.01084,1.14412,1.12625,1.23709,1.0384,0.99706
219,Branthwaite,EVE,DEF,4.8,2.64628,2.32983,2.66499,2.1576,2.31031,2.16949,2.22997,2.34453,2.2452,2.34573,2.11099,2.62167,2.32824,2.19615,2.56555,2.23006,2.25774,2.24842,2.55435,2.11773,2.38307,2.0292,2.50874,2.27978
220,Calvert-Lewin,EVE,FWD,5.5,2.09259,2.40441,2.15997,2.68246,2.41175,2.52936,2.51129,2.42385,2.80013,2.52123,2.57186,2.47284,2.65934,2.69326,2.14277,2.35336,2.4831,2.35069,2.30714,2.61529,2.50812,2.78364,2.35681,2.35421
221,Coleman,EVE,DEF,4.3,0.24386,0.21823,0.24647,0.20459,0.21533,0.2045,0.20971,0.21892,0.2145,0.21943,0.19897,0.24574,0.2199,0.20878,0.23648,0.20754,0.21106,0.20951,0.23742,0.20068,0.22322,0.19356,0.23344,0.21269
222,Gana,EVE,MID,4.9,1.94411,2.03657,1.9439,2.12872,2.01482,2.03786,2.05092,2.02804,2.23023,2.09521,2.04471,2.12402,2.16868,2.14704,1.91242,1.9579,2.04665,1.96155,2.00795,2.0701,2.09178,2.14275,2.02969,1.97418
223,Garner,EVE,MID,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,Harrison,EVE,MID,5.3,1.70521,1.98788,1.72572,2.07723,1.79615,2.00137,1.98624,1.81763,2.24333,1.87268,1.96581,1.92474,1.97557,2.14254,1.67499,1.81833,1.83046,1.84879,1.78991,2.05862,1.88092,2.09924,1.80841,1.88275
225,Holgate,EVE,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,Iroegbunam,EVE,MID,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,J.Virginia,EVE,GK,3.9,0.0089,0.00719,0.00896,0.00659,0.00807,0.00656,0.00724,0.00788,0.00688,0.00743,0.00678,0.00816,0.00721,0.00667,0.00967,0.00683,0.00711,0.00765,0.00831,0.00582,0.00788,0.00596,0.00811,0.0074
228,Keane,EVE,DEF,4.1,0.26233,0.46986,0.72569,0.64388,0.73513,0.68008,0.70102,0.7471,0.70872,0.7491,0.66072,0.84354,0.74503,0.69078,0.81924,0.7,0.71807,0.70607,0.81782,0.66291,0.76173,0.63446,0.80285,0.71675
229,Maupay,EVE,FWD,4.9,0.59635,0.53269,0.63204,0.51647,0.67611,0.66025,0.64739,0.65543,0.62518,0.72167,0.64456,0.68487,0.66945,0.70701,0.70539,0.55153,0.56996,0.68467,0.56564,0.59644,0.58267,0.63253,0.66054,0.57503
230,McNeil,EVE,MID,5.4,2.82541,3.35065,2.9665,3.50583,3.11621,3.43684,3.34939,3.19867,3.88482,3.22604,3.28887,3.44221,3.56613,3.70554,2.80188,2.94306,3.18935,3.0477,3.107,3.57455,3.30461,3.55573,3.12119,3.14417
